id,Beer_Name,Brew_Factory_Name,Style,ABV
937,21st Amendment Red Dwarf,21st Amendment Brewery,Amber Ale,7.10
938,Sackets Harbor War of 1812 Ale,Olde Saratoga Brewing &#40; Mendocino Brewing Co. &#41;,Amber Ale,5.20
939,Rateliers Bell de Loing AmbrÃ © e,Les RÃ cents teliers,Amber Ale,5.90
940,300 Suns Raspberry Red,300 Suns Brewing,Fruit Beer,
941,Harmony Jackson_s Joy,Harmony Brewing Company,Oktoberfest/M Ã $ rzen,6.80
942,WeldWerks Red,WeldWerks Brewing Co. .,Irish Ale,5.80
943,Bare Hands Nugget Amber,Bare Hands Brewery,Amber Ale,5.50
944,Plattsburgh Brewing Spitfire Red Ale,Plattsburgh Brewing Company,Amber Ale,5.20
945,Dunedin IPA Chronicle 8 : Scottish,Dunedin Brewery,India Pale Ale &#40; IPA &#41;,7.30
946,Amsterdam Big Wheel Deluxe Amber Beer,Amsterdam Brewing Company,Amber Ale,5
947,Tommyknocker Mountain City Amber Ale,Tommyknocker Brewery,Amber Ale,5.40
948,Lovibonds Henley Amber,Lovibonds,Bitter,3.40
949,Rockaway Double Curiosity,Rockaway Brewing Company,American Strong Ale,9.50
950,AJ_s Ales Ruby Red,AJ_s Ales,Bitter,4.40
951,Lighthouse Lumberjack Amber Ale,Lighthouse Brewing Company &#40; USA &#41;,Amber Ale,
952,2 Brothers Rusty,2 Brothers Brewery,Belgian Ale,4.70
953,3 Rivers Pilgrims Progress,3 Rivers,Golden Ale/Blond Ale,4.20
954,14th Star Valor Ale,14th Star Brewing Company,Amber Ale,5.40
955,Baerlic Primeval Brown Ale,Baerlic Brewing,Brown Ale,6.80
956,Von Jakob Red Ale,Von Jakob Vineyard & Brewery,American Pale Ale,
957,Cornerstone Patriot Red,Cornerstone Brewing Company,Amber Ale,5.80
958,Blue Mountain / Beer Run PR Job,Blue Mountain Brewery,India Pale Ale &#40; IPA &#41;,5.70
959,Benford Summer Irish Blonde,Benford Brewing,Golden Ale/Blond Ale,5
960,Brown Ales Full Metal Jacket,Ashover,American Pale Ale,5.50
961,Right Brain Northern Hawk Owl Amber,Right Brain Brewery,Amber Ale,5.80
962,Draught Works Shadow Caster,Draught Works Brewery,Altbier,5
963,Former Future Second Story,Former Future Brewing Company,Amber Ale,5.30
964,Audacity Wallonia,Audacity Brew House,Saison,4.50
965,1565 Victory Lager,LÃ ¶ wenbrÃ $ u Munich &#40; InBev &#41;,Pale Lager,4.50
966,The Beer Diviner Rudy_s Hammer Pale Ale,Bly Hollow Brewery,English Pale Ale,5.50
967,Sornin AmbrÃ © e &#40; Biere du Sornin &#41;,Les Brasseurs du Sornin,Amber Ale,5.90
968,Swamp Head Lost in Time Amber Ale,Swamp Head Brewery,Amber Ale,5.80
969,Bad Bear Amber Ale,Bad Bear Brewery,Amber Ale,5
970,Duncans Founders 1903 Red Ale,Duncans Founders Brewery &#40; Independent Breweries NZ &#41;,Amber Ale,5.50
971,Full Sail Nugget Special Red Ale,Full Sail Brewing Company,Amber Ale,6.50
972,William Street Red Sky Amber Ale,William Street Beer Co. .,Amber Ale,5
973,Pitchfork Cranberry Cheer Amber,Pitchfork Brewing Company,Fruit Beer,6
974,Arcadia Panama Red,Arcadia Brewing Company,Smoked,7
975,La Fabrique Salamagone,La Fabrique,American Pale Ale,5
976,Small Batch A Player to be Named Later,Small Batch Beer Company,Amber Ale,4.10
977,Barley Macca Meda,Birrificio Barley,Amber Ale,7.80
978,BRASSTA Rousse et Or,Brasseurs du Nord,Irish Ale,6.50
979,Celestial Meads Odins Gift,Celestial Meads,Mead,13.50
980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8
981,Minhas Lazy Mutt Alberta Red Ale,Minhas Micro Brewery - Calgary,Amber Ale,5
982,Twin Peaks Ride The Hoh &#033; Red Ale,Twin Peaks Brewing and Malting Company,Irish Ale,
983,Bear Creek Log Jam Amber,Bear Creek Brewing Company,Amber Ale,
984,New Glory Rapid Fire Red Ale,New Glory Craft Brewery,Amber Ale,5.90
985,I & I Bitter Orange Blossom,I & I Brewing,Amber Ale,5.30
986,Scuttlebutt Amber Ale,Scuttlebutt Brewing Co. .,Amber Ale,5.10
987,Carlsberg Brewmasters Collection India Pale Ale,Carlsberg Brewery,India Pale Ale &#40; IPA &#41;,5.20
988,Loch Lomond The Ale of Leven,Loch Lomond,Bitter,4.50
989,Maku Amber Ale,Maku Brewing,Amber Ale,4.50
990,Isle of Mull The Red Monk of Iona,Oban Bay &#40; Argyll Breweries &#41;,Amber Ale,4.20
991,Multi-Brasses Buck Rousse,Multi-Brasses,Amber Ale,5
992,Aslan Alpenglow Summer Ale,Aslan Brewing Company,Golden Ale/Blond Ale,5.70
993,Green Room Ravenous Ruby Red,Green Room Brewing &#40; FL &#41;,Amber Ale,4.90
994,Ithaca Cascazilla,Ithaca Beer Company,Amber Ale,7
995,Kona Aina Brown Ale,Kona Brewing Company,Brown Ale,
996,Mountain Town Cow Catcher Red Ale,Mountain Town Brewing Company,Amber Ale,5.80
997,Ice Harbor Double Red Ale - Fresh Hop,Ice Harbor Brewing Company,Amber Ale,7
998,Liberator Carols Speckelbelly Amber,Liberator Brewing,Amber Ale,5
999,Firehouse Smokin _ Betty,Firehouse Brewing Company &#40; SD &#41;,Smoked,7.50
1000,BJ_s Goliath,BJ_s Restaurant & Brewhouse,Barley Wine,9
1001,Banger Rebellion Red,Banger Brewing Company,Irish Ale,5.20
1002,Smog City Sabre Toothed Squirrel,Smog City Brewing,Amber Ale,5.90
1003,Bushnell Bofuss Amber Ale,Bushnell Craft Brewing,Amber Ale,5.20
1004,Wendlandt Harry Polanco Red Ale,CervecerÃa Wendlandt,Amber Ale,5.40
1005,Blue Ridge Hiawassee Golden Ale,Blue Ridge Brewery,Golden Ale/Blond Ale,5.30
1006,Maui Brewing Hole in the Head Red,Maui Brewing Company,Amber Ale,5.80
1007,Schoune Alsacienne Pale Ale,Ferme Brasserie Schoune,India Pale Ale &#40; IPA &#41;,6.50
1008,5 Seasons Westside Jurassic Fat Lip Belgian Amber,5 Seasons Westside,Belgian Ale,
1009,Oskar Blues G_Knight &#40; Apple Whiskey Barrel &#41;,Oskar Blues Brewery,American Strong Ale,8.70
1010,Bells Debs Red Ale,Bells Brewery,Amber Ale,7
1011,Great Waters Killybegs Amber Ale,Great Waters Brewing,Amber Ale,6.40
1012,Alpha Four Horsemen CuveÃ ©,Alpha Brewing Company,Sour/Wild Ale,8
1013,Atom Rare Earth,Atom,Specialty Grain,5.50
1014,Milwaukee Ale House Scooter Ale,Milwaukee Ale House,Amber Ale,
1015,3 Ravens / Bacchus / Holgate / Moo Brew The Congress,3 Ravens,Smoked,6
1016,Reads Landing Cap_n Amber,Reads Landing Brewing Company,Amber Ale,5.20
1017,Blue Monkey Monkey Wrench,Blue Monkey,Golden Ale/Blond Ale,4.60
1018,Carlow O_Hara_s / Starr Hill Foreign Affair,Carlow,India Pale Ale &#40; IPA &#41;,4.80
1019,Tapistry Amber Cadabra,Tapistry Brewing,Amber Ale,4.80
1020,FlyCaster Yakima River Red,FlyCaster Brewing Company,Amber Ale,
1021,Alehouse Yet Another Tick &#033;,Verulam,Bitter,3.80
1022,5 Rabbit Gringolandia Series : Magnifica Wheat,5 Rabbit Cerveceria,Wheat Ale,4.80
1023,Britt Chat-Malo,Britt &#40; Brasserie de Bretagne &#41;,Amber Lager/Vienna,5.40
1024,Caleya Mayuca Amber,Cerveza Caleya,Amber Ale,5.70
1025,Out of Bounds Relentless Double Red Ale,Out of Bounds Brewing Company,American Strong Ale,8.20
1026,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80
1027,Beaver Island Fabulous Armadillo Session IPA,Beaver Island Brewing Company,Session IPA,4.70
1028,Duck Foot Red Ale,Duck Foot Brewing Company,Amber Ale,5.60
1029,Beer Works Amber Chai,Beer Works,Spice/Herb/Vegetable,6
1030,Offshore Amber Ale,Offshore Ale Company,Amber Ale,5
1031,Arbor Red Dawn American Amber,Arbor Brewing Company Pub & Eatery,Amber Ale,5.30
1032,Fall Unicorn Stampede,Fall Brewing Company,Amber Ale,6.60
1033,Seven Arrows Maelstrom Red,Seven Arrows Brewing Company,Amber Ale,6.10
1034,Heartly Amber Ale Lucky Rhino,Heartly Craft Brewery,Amber Ale,5.50
1035,Florida Orange Groves Orange Blossom Honey Wine,Florida Orange Groves,Mead,11
1036,Intuition Ale Works Jesses Girl,Intuition Ale Works,Abt/Quadrupel,9
1037,Franklins Anacostia Ale,Brewery & General Store,Amber Ale,5.10
1038,Lancaster Hop Buggy Amber Ale,Lancaster Brewing Co. .,Amber Ale,5.60
1039,Santa Cruz Mountain Nicky 666,Santa Cruz Mountain Brewing,American Strong Ale,8.50
1040,Able Ebenezer Emma Wood Pale Ale,Able Ebenezer Brewing Company,Belgian Ale,5
1041,Briarbank Cardinale Wolsey,Briarbank Brewing,Old Ale,4
1042,#Freedom A Toast,#Freedom Craft Brewery,Brown Ale,5.50
1043,1933 Dry Hopped Irish Red,1933 Brewing Company,Irish Ale,6
1044,New Boswell The Hoppit Amber Ale,New Boswell Brewing Company,Amber Ale,6
1045,DryHop Photobomb,DryHop Brewers,American Strong Ale,8.40
1046,Eugene City Natty Red,Eugene City Brewery & Rogue Ales,American Strong Ale,9.50
1047,Queens Head Fuggles Red Ale,Queens Head &#40; UK &#41;,Amber Ale,5.90
1048,Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8
1049,Arcadia Salted Caramel Amber,Arcadia Brewing Company,Amber Ale,6
1050,BandWagon North by Northwest,BandWagon Brewpub,Amber Ale,5.30
1051,Barley Brothers Freedom Bridge Amber Ale,Barley Brothers Brewery and Grill,Amber Ale,
1052,Shine Down Dog Imperial Red,Shine Brewing Co. .,American Strong Ale,9
1053,Rockslide Rabbit Ears Amber Ale,Rockslide Brew Pub,Amber Ale,6
1054,Headstrong Mulish Amber Ale,Headstrong Brewery,Amber Ale,4
1055,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery,American Strong Ale,8
1056,The Libertine Pub / ManRock Brewery Amber Sour Mash,The Libertine Pub,Sour/Wild Ale,5
1057,Karma Amber Doll,Karma,Spice/Herb/Vegetable,6.80
1058,American Sky Curly Juniper Pale Ale,Hudson Brewing Company,American Pale Ale,
1059,Storybook Little Red_s Rocking Ale,Storybook Brewing,Amber Ale,6
1060,Aftershock Red Alert,Aftershock Brewing Company,Amber Ale,5.20
1061,American Winter Classic,American Brewing Company,American Strong Ale,8.20
1062,Aarup Red Bitter Ale,Aarup Bryghus,Premium Bitter/ESB,5.50
1063,Epic Carolina,Steam Brewing Company,Amber Ale,7.20
1064,10 Barrel Rude Boy Rye,10 Barrel Brewing &#40; AB InBev &#41;,Specialty Grain,4.90
1065,J.G. Crummers Kick Arse Ale,Custom Brewcrafters,Amber Ale,4.40
1066,Bootstrap Red Beerd,Bootstrap Brewing,Irish Ale,5.30
1067,Pat O_Hara Attitude Adjustment,Pat O_Hara Brewing Company,Amber Ale,5.50
1068,Hilton Head Calibogue Amber,Hilton Head Brewing Company,Amber Ale,5
1069,Hammond River Red Coat India Red Ale,Hammond River Brewing,Amber Ale,6.50
1070,Los Muertos Agave Maria Amber Ale,Los Muertos Brewing,Amber Ale,5.10
1071,Denver Beer Mud Bug Amber,Denver Beer Company,Amber Ale,
1072,Full Sail Amber Ale,Full Sail Brewing Company,Amber Ale,5.50
1073,Upland Rad Red Amber Ale,Upland Brewing Company,Amber Ale,5.60
1074,Sarasota Brewing Ya Mills Honeymeade Ale,Sarasota Brewing Company,Amber Ale,7
1075,Funky Buddha Combat Rock,Funky Buddha Brewery,Amber Ale,5.20
1076,Black Market Holiday 2014 - Triple Black Rye IPA,Black Market Brewing Company,American Strong Ale,11.20
1077,Aux Fous Brassant Hurluberlue,Aux Fous Brassant,Amber Ale,4.80
1078,Bredalens GÃ ¥ rdscider,Bredalens GÃ ¥ rdsmusteri,Cider,8.30
1079,Charleston Brewing Westward Gaze,Charleston Brewing Company &#40; WV &#41;,Amber Ale,5.80
1080,3 Sheeps Rebel Kent The First,3 Sheeps Brewing Company,Belgian Ale,5
1081,Bowser Winifred Red Raider Ale,Bowser Brewing Company,Amber Ale,5.50
1082,75th Street Waldo Wallace Scotch Ale,75th Street Brewery,Scotch Ale,
1083,RÃ ¥ danÃ $ s Hillbilly Red Ale,RÃ ¥ danÃ $ s Bryggeri,Amber Ale,5
1084,Plank Town Lil Red Ryder Ale,Plank Town Brewing Company,Amber Ale,4.90
1085,Rockyard Blarney Rock Irish Ale,Rockyard Brewing Company,Irish Ale,
1086,Gusswerk AAA Austrian Amber Ale,Brauerei Gusswerk,Amber Ale,5.60
1087,Titletown Toasted Oats and Molasses Brown Ale,Titletown Brewing Company,Brown Ale,6
1088,Bike Rack Rusty Tricycle,Bike Rack Brewing Company,Amber Ale,5
1089,AllGates Bottoms Up,AllGates,Bitter,4.20
1090,Below Grade Super Duty Double Red Ale,Below Grade Brewing LLC,American Strong Ale,7.70
1091,Hideout Hired Gun Red,The Hideout Brewing Company,Irish Ale,5.50
1092,3 Guys & A Beer_d Happy Holidays De-Icer,3 Guys & A Beer_d Brewing Company,Amber Ale,
1093,DuClaw Misfit Red,DuClaw Brewing Company,Amber Ale,5.10
1094,Georgetown SuperChopp,Georgetown Brewing Company,American Strong Ale,7.20
1095,Beaver Creek Castor Mexican Amber,Beaver Creek Brewery,Amber Ale,4.60
1096,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery,Amber Ale,6.60
1097,Stadtguet Amber,Stadtguet,Amber Ale,4.80
1098,The Hop Garden Sunset Imperial Amber,House of Brews,American Strong Ale,8.50
1099,Ironwood St. Colombanos Of Bobbio Not So Red,Ironwood Brewing Co. . LLC,Irish Ale,5
1100,Southern Star Red Cockaded Ale,Southern Star Brewing Company,Imperial IPA,8.50
1101,Brooksville Hot Head Red Ale,Brooksville Brewing Company,Amber Ale,6
1102,Bridger Roosevelt Red Ale,Bridger Brewing,Amber Ale,6.20
1103,Tumbledown Imp Imperial Red Ale,Tumbledown Brewing LLC,American Strong Ale,7.80
1104,Blackstone Red Trail Ale,Blackstone Restaurant & Brewery,Amber Ale,4.60
1105,Wensky Saci American Amber Ale,Wensky Beer,Amber Ale,5.10
1106,De Koninck TSTBRW 01 Imperial Red Ale,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;,American Strong Ale,7.80
1107,Rapscallion Blessing,Paper City Brewery,American Strong Ale,8
1108,Minhas Fire Brew Red Ale,Minhas Craft Brewery,Amber Ale,5.50
1109,Fat Head_s Autumn Brisk Amber Ale,Fat Head_s Brewery & Saloon,Amber Ale,6.10
1110,Red Castle Scarlet Throne Amber IPA,Red Castle Brewery & Distillery,India Pale Ale &#40; IPA &#41;,
1111,Black Iris Bleeding Heart,Black Iris,Specialty Grain,4.50
1112,Bravo Zulu Ember Amber Ale,Bravo Zulu Brewing,Amber Ale,5.60
1113,Books & Brews Clifford The Lil Red Ale,Books & Brews,Amber Ale,5
1114,St Brigid_s TKO Amber Ale,St Brigid_s Brewery,Amber Ale,6
1115,Wasatch Evolution Amber Ale,Wasatch Brewery,Amber Ale,4
1116,Cellarmaker Schwag,Cellarmaker Brewing Company,Brown Ale,5
1117,Dogfish Head Black and Red,Dogfish Head Brewery,Spice/Herb/Vegetable,10.50
1118,Amber Summer Bock,Amber,Bitter,4.50
1119,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50
1120,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,Figueroa Mountain Brewing,American Strong Ale,8
1121,Horse Heaven Hills Mustang Red,Horse Heaven Hills Brewery,Amber Ale,
1122,De Molen Pais & Vree,Brouwerij de Molen,Belgian Strong Ale,10.10
1123,Cherry Street The Redcoats Are Cumming,Cherry Street Brewing Cooperative,American Strong Ale,9.70
1124,Big Nose Red Ale,Big Nose Brewing,Amber Ale,
1125,Atlas Orange is the New Red,Atlas Brewing Company,Amber Ale,5.50
1126,Lakeland Brewing Company Damn It,Lakeland Brewing Co. & Old School Annex,Specialty Grain,6.80
1127,Prodigal Son Righteous Indignation Organic Red,Prodigal Son Brewery,Amber Ale,5.50
1128,Kona Lavaman Red Ale,Kona Brewing Company,Amber Ale,5.60
1129,Nebraska Ninja Gnome &#40; Inception Series &#41;,Nebraska Brewing Company,Spice/Herb/Vegetable,10.60
1130,Alpine Dog Howl At The Moon Imperial Red,Alpine Dog Brewery,American Strong Ale,8
1131,Seven Brides Waldo Hills IRA,Seven Brides Brewing Company,India Pale Ale &#40; IPA &#41;,5.50
1132,Firehall Stoked Ember Ale,Firehall Brewery,Amber Ale,4.80
1133,Glasstown Fortescue Fisherman_s Ale,Glasstown Brewing Company,American Pale Ale,4.50
1134,Burial / Quest Calumet Strawberry Rhubarb Grisette,Burial Beer Company,Saison,5
1135,Revolutions / Five Towns Scary Monsters,Revolutions,Black IPA,4.50
1136,Excel My Hoppy Valentine,Excel Brewing Company,Amber Ale,6.50
1137,Fetching Lab Round Up Amber,Fetching Lab Brewery,Amber Ale,6.20
1138,Ore Dock Good Grist,Ore Dock Brewing Company,Specialty Grain,5.80
1139,Adnams / The Alchemist Enraptured,Adnams,Amber Ale,5.50
1140,1516 Pub & Brewery May Smoked Ale,1516 Pub & Brewery,Smoked,4.50
1141,Off the Grid Trail Blazer Red,Inland Empire Brewing,American Strong Ale,7
1142,Rogue Dry Hopped St. Rogue Red Ale,Rogue Ales,Amber Ale,5.20
1143,Ipswich Harvest Ale,Ipswich Ale Brewery,India Pale Ale &#40; IPA &#41;,6.90
1144,Alley Kat Dragon Series Bearded Dragon Imperial Red IPA,Alley Kat Brewing Company,Imperial IPA,8
1145,Ragtime Tavern Atlantic Beach Amber,Ragtime Tavern &#40; Gordon Biersch &#41;,Amber Ale,6
1146,3Cross Kannibaal,3Cross Brewing Company,Amber Ale,7.50
1147,Mismatch Archie_s Red Ale,Big Shed Brewing Concern,Amber Ale,5
1148,Twains River Sunset Amber,Twains Billiards and Tap,Amber Ale,5.70
1149,Elk Grove Woodys Hophead Red,Elk Grove Brewery,Amber Ale,
1150,Amherst Ace in the Hole Pilsner,Amherst Brewing Company,Pilsener,4.50
1151,Gallo Red Lager,Cerveceria Centro Americana,Amber Lager/Vienna,5.30
1152,Big Muddy Saluki Dunkeldog Dark Amber,Big Muddy Brewing Company,Amber Ale,5.40
1153,Short_s Proverbial Mind Spread,Short_s Brewing Company,Amber Ale,6.60
1154,Bear Republic Smoked Prickly Pear Lager,Bear Republic Brewing Company,Amber Lager/Vienna,7.50
1155,Franciscan Well Rebel Red Ale,Franciscan Well &#40; MolsonCoors &#41;,Irish Ale,4.30
1156,Bad Weather Windvane Minnesota Red Ale,Lucid Brewing Company,Amber Ale,6
1157,TwoRows Jalapeno Route 66 Amber Ale,TwoRows Restaurant & Brewery,Spice/Herb/Vegetable,
1158,North Mountain Octomalt,North Mountain Brewing Company,Amber Ale,6.70
1159,Liquid Laundry Sleepless In Saison,Liquid Laundry,Saison,7
1160,Noire et Blanche B_rousse Willis,Brasseur De MontrÃ © al,Specialty Grain,4.70
1161,4th Street Red Lager,4th Street Brewing Co,Amber Lager/Vienna,5.80
1162,Big Rock Paradox Dark Light Ale,Big Rock Brewery,Mild Ale,3.75
1163,Intuition Barrel Aged Riverside Red,Intuition Ale Works,Amber Ale,7.80
1164,Tooborac Woodcutter_s Amber Ale,Tooborac Hotel and Brewery,Amber Ale,5.50
1165,Outpost Mr. Grain Jeans Organic Amber Ale,Lakefront Brewery,Amber Ale,5.50
1166,Aftershock Oatmeal Raisin Cookie Ale,Aftershock Brewing Company,Golden Ale/Blond Ale,5.50
1167,Harbor City Mile Rock Amber Ale,Sand Creek Brewing Company,Amber Ale,
1168,Cambridge 25th Anniversary Imperial Amber Ale,Cambridge Brewing Company,Amber Ale,9
1169,Rincon Warrior Pride Red Ale,Rincon Brewery,Amber Ale,4.90
1170,Buffys Garnet,Buffys,Premium Bitter/ESB,4.80
1171,Iron Springs Anne Marie_s Amber,Iron Springs Pub and Brewery,Amber Ale,7
1172,Cigar City French Toast Brown Ale,Cigar City Brewing,Brown Ale,5.50
1173,Bear Republic Rebellion IPA &#40; 05256 &#41;,Bear Republic Brewing Company,India Pale Ale &#40; IPA &#41;,6
1174,Flossmoor Station Barrel Aged Panama Limited Red Ale,Flossmoor Station Restaurant & Brewery,Amber Ale,6.50
1175,Solemn Oath Ultrahighfrequency,Solemn Oath Brewery,Amber Ale,7.50
1176,Bear Republic Speed Bump,Bear Republic Brewing Company,Amber Ale,4.60
1177,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60
1178,Flat Tail Amber Ale,Flat Tail Brewing Company,Amber Ale,5
1179,M.T. Head Punter_s Special Ale,M.T. Head Brewing Co,Irish Ale,6
1180,Blue Skye Fire Engine Red,Blue Skye Brewery and Eats,Amber Ale,4.70
1181,Hale_s Red Menace Big Amber,Hale_s Ales,Amber Ale,4.80
1182,Zaftig Heavy Hearted Amber Ale,Zaftig Brewing Company,Amber Ale,6.10
1183,Pacific Crest Dryhopped Red,Pacific Crest Brewing Company,Amber Ale,5.30
1184,Secret Engine Sticke Handwerker,Rocky Point Artisan Brewers,Altbier,6.70
1185,Big Time Dragonfly,Big Time Brewery,American Pale Ale,4.70
1186,Get Well Amarillo Sunrise Amber Ale,Get Well,Amber Ale,
1187,Ellicott Mills Redrum Ale,Ellicott Mills Brewing,Amber Ale,5.30
1188,Declaration Hardtack Copper,Declaration Brewing,Amber Ale,5.30
1189,Coronado Rambler_s Red,Coronado Brewing Company,Irish Ale,5
1190,Mehana Volcano Red Ale,Mehana Brewing Company,Amber Ale,5
1191,Corfu Beer Red Ale Special,Corfu Beer,Amber Ale,5
1192,38 State Titan Rock Red,38 State Brewing Company,Amber Ale,5.70
1193,Denver Beer 545 Summit Sunrise,Denver Beer Company,Amber Ale,6.90
1194,Yolo Assemblyman Red IPA,Yolo Brewing Company,India Pale Ale &#40; IPA &#41;,6
1195,Natty Greene_s Double Ought Buck Double Amber,Natty Greene_s Pub & Brewing Company,Amber Ale,9.50
1196,_ ambereckÃ 1/2 Kanec Imperial Stout,Pivovar _ amberk,Imperial Stout,
1197,Arvada Butter Pecan Brown,Arvada Beer Company,Brown Ale,
1198,Innovation Phat Chance Amber,Innovation Brewing,Amber Ale,5.50
1199,Allersheimer Blue Moon,Brauerei Allersheim,Spice/Herb/Vegetable,1.90
1200,MalmÃ ¶ Point Reyes Amber,MalmÃ ¶ Brygghus,Amber Ale,4.90
1201,MalmÃ ¶ Ruby Soho Red Ale,MalmÃ ¶ Brygghus,Amber Ale,4.60
1202,Hillbilly Wisconsin Amber Ale,Maiden Wines LLC,Amber Ale,5.20
1203,Barley Creek Expedition Strong Ale,Barley Creek Brewing Co. .,American Strong Ale,8.20
1204,Bull City / Fullsteam / Triangle CollaBEERation : Trinity,Bull City Burger and Brewery,Spice/Herb/Vegetable,6
1205,Gull Dam American Amber Ale,Gull Dam Brewing,Amber Ale,6
1206,Fuller_s Traitor_s Gate,Fuller_s,Bitter,4.50
1207,Hoppy Ruby Slipper Ale,Hoppy Brewing Company,Amber Ale,7.10
1208,Acoustic Ales Surly Mosh Pit,Acoustic Ales Brewing Experiment,American Strong Ale,9
1209,13 Virtues Saisonnalisa,13 Virtues Brewing Company,Saison,4.80
1210,Barley Mill Brewing Redtail Ale,Barley Mill Brewing Co. &#40; Malt House Brewing Co. &#41;,Altbier,
1211,Bristol Mass Transit Ale,Bristol Brewing Company,Amber Ale,5
1212,Deschutes Commuter Amber Ale,Deschutes Brewery,Amber Ale,4.60
1213,South Fork Nerdy Girl Amber,South Fork Brewing Company,Amber Ale,5.50
1214,Garage Project Pan Pacific,Garage Project,Amber Ale,6
1215,Black Oak Love Fuzz,Black Oak Brewing,Amber Ale,6.20
1216,Railyard Fireman_s Red,Railyard Brewing Company,Irish Ale,5
1217,Stoneyard Rippers Red Ale,Custom Brewcrafters,Amber Ale,
1218,_ tramÃ ¡ k American Pale Ale 14Â °,Minipivovar _ tramÃ ¡ k,American Pale Ale,5.70
1219,Tustin Dog Ditch Amber,Tustin Brewing Company,Amber Ale,
