id,Beer_Name,Brew_Factory_Name,Style,ABV
954,Grimousse,Le Grimoire,American Amber / Red Ale,5.00
955,Trainwreck Red,Crooked Fence Brewing,American Amber / Red Ale,6.00
956,Decoy Red,Wicked Weed Brewing,American Amber / Red Ale,6.00
957,Grizz,2 Brothers Brewery,American Amber / Red Ale,5.70
958,Hammerhead Red Ale,Brewsters Brewing Company & Restaurant - Oliver Square,American Amber / Red Ale,5.00
959,Grass Fed Red,Cigar City Brewing,American Amber / Red Ale,6.00
960,Super Jupiter Grapefruit ISA,Howe Sound Inn & Brewing Company,American Amber / Red Ale,4.50
961,Rio Chama Amber Ale,Chama River Brewing Company,American Amber / Red Ale,5.00
962,Boomer 's Canadian Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,5.00
963,_ gir Rallar Amber Ale,_ gir Bryggeri,American Amber / Red Ale,4.70
964,India Red Delicious,Deschutes Brewery,American Amber / Red Ale,6.10
965,The Honeyed One,High Hops Brewery,American Amber / Red Ale,6.30
966,Red Reuben,Bison Brewing,American Amber / Red Ale,7.00
967,Boy 's Red,BrickHouse Brewery,American Amber / Red Ale,5.50
968,Highwayman Thrice Hopped Red Ale,The Portland Hotel & James Squire Brewhouse,American Amber / Red Ale,
969,Red Riser IRA,McMenamins,American Amber / Red Ale,7.10
970,Monkey Head,Triple Rock Brewery & Alehouse,American Amber / Red Ale,8.00
971,Dells Chief Amber Ale,Wisconsin Dells Brewing Co. .,American Amber / Red Ale,5.00
972,Double Down Imperial Red,Wildcard Brewing,American Amber / Red Ale,
973,Rod Bender,3 Daughters Brewing,American Amber / Red Ale,5.90
974,Motorman Reserve,Red Car Brewery and Restaurant,American Amber / Red Ale,5.74
975,Rumspringa Red Caboose Ale,Rumspringa Brewing Company,American Amber / Red Ale,5.40
976,Farmhouse Red Ale,Hall Brewing Co. .,American Amber / Red Ale,4.00
977,JT Schmid 's Emil 's Amber Ale,JT Schmid 's Restaurant & Brewery,American Amber / Red Ale,5.20
978,Hospitali-Tea,The Unknown Brewing Co. .,American Amber / Red Ale,5.60
979,Christmas Cranberry Ale,Blue & Gray Brewing Co. .,American Amber / Red Ale,6.80
980,Milly 's Tasha 's Red Tail Ale,Milly 's Tavern / Stark Brewing Company,American Amber / Red Ale,4.80
981,Hoppopotamus,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.90
982,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60
983,Back Draft,Tall Tales Brewing,American Amber / Red Ale,5.50
984,Fly Fisher Red,Gore Range Brewery,American Amber / Red Ale,5.50
985,Nice And Naughty Christmas Ale,Naked Dove Brewing Company,American Amber / Red Ale,
986,Waves Of Grain,The LAB ( Lexington Avenue Brewery ),American Amber / Red Ale,5.50
987,Bushwacker,Prairie Fire Brewing Co. .,American Amber / Red Ale,7.10
988,MacKenzie River Driftboat Amber,Blackfoot River Brewing Company,American Amber / Red Ale,5.50
989,Apparition Amber Ale,The Brewerie At Union Station,American Amber / Red Ale,
990,Red Circle Ale,Battlefield Brew Works,American Amber / Red Ale,5.20
991,Scratch Beer 176 - 2015 ( Red Ale ),TrÃ ¶ egs Brewing Company,American Amber / Red Ale,6.40
992,Rebel Red,Big Dog 's Draft House,American Amber / Red Ale,5.60
993,Red Duck Amber Ale,Purrumbete Brewing Company ( Red Duck ),American Amber / Red Ale,4.80
994,Big Rig Rideau Red,Big Rig Brewery,American Amber / Red Ale,5.20
995,Quimera Amber Ale,Casa Cervecera Quinta Normal S.A.,American Amber / Red Ale,5.70
996,Aberrant Amber,People 's Brewing Company,American Amber / Red Ale,5.50
997,Chinook Copper Ale,Northwest Brewing Company,American Amber / Red Ale,5.30
998,Rooibos Red Ale With Vanilla,Dangerous Man Brewing,American Amber / Red Ale,
999,Oso Bueno,11 Below Brewing,American Amber / Red Ale,5.30
1000,Scratch Beer 200 - 2015 ( Red Steam Common Ale ),TrÃ ¶ egs Brewing Company,American Amber / Red Ale,6.50
1001,Red Leader Rebel Red,Pizza Port Solana Beach,American Amber / Red Ale,
1002,Weed Amber Ale,The Weed Company,American Amber / Red Ale,5.50
1003,Assawoman Amber,Burley Oak Brewery,American Amber / Red Ale,6.90
1004,Indian Red Head,Catawba Brewing Co. .,American Amber / Red Ale,5.00
1005,1890 Founder 's Ale,Grayton Beer Company,American Amber / Red Ale,6.10
1006,The Libertine ( Heaven Hill Barrel-Aged ),Fulton Beer,American Amber / Red Ale,8.50
1007,Mistress Jade 's Hemp Ale,Sherwood Brewing Company,American Amber / Red Ale,6.00
1008,Red Tape,Fort Myers Brewing Company,American Amber / Red Ale,5.20
1009,Cinnamon Girl,Revolver Brewing,American Amber / Red Ale,6.75
1010,Red Elephant,Laurelwood Public House & Brewery,American Amber / Red Ale,7.00
1011,I Drink Therefore I Amber,Fairhope Brewing Company,American Amber / Red Ale,5.90
1012,Battle Of Wil 's,Revolution Brewing Company,American Amber / Red Ale,5.30
1013,Firecat,Seventh Son Brewing Co. .,American Amber / Red Ale,9.40
1014,Back Street Rita Red Ale,Back Street Brewery,American Amber / Red Ale,
1015,Chill Clinton,Exile Brewing Co. .,American Amber / Red Ale,8.00
1016,Hoosac Tunnel Pale Ale,Berkshire Brewing Company Inc. .,American Amber / Red Ale,6.30
1017,Big Cedar IRA,Backwoods Brewing Company,American Amber / Red Ale,6.50
1018,Imperial Red Ryeot,La Cumbre Brewing Co. .,American Amber / Red Ale,9.00
1019,Durham Red Dragon,County Durham Brewing Company,American Amber / Red Ale,4.70
1020,La Colborne,Microbrasserie Le Naufrageur,American Amber / Red Ale,5.00
1021,Cheer Beer,Blue Mountain Brewery,American Amber / Red Ale,6.50
1022,Olde Richmond Batch No. 9 Red Ale,Olde Richmond Beer Company,American Amber / Red Ale,
1023,Red Rooster Ale,River City Brewing Company,American Amber / Red Ale,
1024,Rocket City Red,Straight To Ale,American Amber / Red Ale,5.00
1025,Ant Hill Red Ale,Big Bear Mountain Brewery,American Amber / Red Ale,5.50
1026,Scout Dog 44,Veterans United Craft Brewery,American Amber / Red Ale,5.40
1027,Red Tao,Black Lotus Brewery,American Amber / Red Ale,5.50
1028,Rusted Butte Red Ale,Out of Bounds Brewing Company,American Amber / Red Ale,5.80
1029,Paddle Wheeler,Persimmon Hollow Brewing,American Amber / Red Ale,5.60
1030,Sierra Amber Ale,Silver Peak Restaurant & Brewery,American Amber / Red Ale,4.50
1031,Stowe Mountain Lodge Hourglass Ale,Rock Art Brewery,American Amber / Red Ale,6.00
1032,Roll Cage Red,Motorworks Brewing,American Amber / Red Ale,6.50
1033,Absolution Ale,Church Brew Works,American Amber / Red Ale,5.80
1034,Argilla Amber,Argilla Brewing Co. .,American Amber / Red Ale,5.00
1035,Top Sail,Belmont Brewing Company,American Amber / Red Ale,5.50
1036,10 On The Richter Scale,Allentown Brew Works,American Amber / Red Ale,10.40
1037,Victorville Red,Cannonball Creek Brewing Company,American Amber / Red Ale,
1038,R.J. King Wingwalker Winter Brew,World Brews,American Amber / Red Ale,6.30
1039,Side Car,Sierra Nevada Brewing Co. .,American Amber / Red Ale,5.60
1040,Plucky Rooster Ale,Plattsburgh Brewing Company,American Amber / Red Ale,5.00
1041,292 Ale,Lawson 's Finest Liquids,American Amber / Red Ale,5.50
1042,Legends Of The Bay Giant 's Tomb,Hockley Valley Brewing Co. .,American Amber / Red Ale,5.00
1043,AmbrÃ © e D'Amour,Golden Lion Brewing Company / Pub & Brasserie le Lion D'Or,American Amber / Red Ale,4.80
1044,Rojo Mojo Red Ale,The Port Gastropub / Sea Level Brewing Company,American Amber / Red Ale,5.20
1045,Ride Your Bike Double Red Ale,Oakshire Brewing,American Amber / Red Ale,8.60
1046,Pancake Junkie,Begyle Brewing Company,American Amber / Red Ale,7.20
1047,Screening Room Red,Naked City Taphouse,American Amber / Red Ale,7.00
1048,Ridgeback Red,Block 15 Brewery & Restaurant,American Amber / Red Ale,6.30
1049,Mosaic IRA,Three Notch 'd Brewing Company,American Amber / Red Ale,8.20
1050,Boutefeu,Microbrasserie Du Lac-Saint-Jean,American Amber / Red Ale,5.10
1051,Pretzel City Amber,Generations Brewing,American Amber / Red Ale,5.10
1052,Kettle Valley Amber Ale,The Tin Whistle Brewing Company,American Amber / Red Ale,5.00
1053,Wynwood Fox,Wynwood Brewing Company,American Amber / Red Ale,7.70
1054,Feight,8th Wonder Brewery,American Amber / Red Ale,5.20
1055,Rusted Rail Ale,Old Rail Brewing Company,American Amber / Red Ale,5.40
1056,Anthracite Ale,Breaker Brewing Company,American Amber / Red Ale,5.50
1057,Amber Falcon,Minneapolis Town Hall Brewery,American Amber / Red Ale,
1058,Paradox Red Ale,Paradox Brewery,American Amber / Red Ale,5.00
1059,Scarlet Fever,The Wild Beer Co. .,American Amber / Red Ale,4.80
1060,46 Star Oklahoma Amber Ale,Bricktown Brewery,American Amber / Red Ale,
1061,Voodoo Dog,Silver Moon Brewing,American Amber / Red Ale,5.50
1062,Street Fight,Angry Hank 's Microbrewery,American Amber / Red Ale,6.50
1063,Pinchy,Marshall Wharf Brewing Company / Three Tides Restaurant,American Amber / Red Ale,3.00
1064,Sixth Anniversary Imperial Red,Freetail Brewing Company,American Amber / Red Ale,6.60
1065,Reyes Adobe Imperial Red,Ladyface Ale Companie,American Amber / Red Ale,9.80
1066,Festivus 2014,Minneapolis Town Hall Brewery,American Amber / Red Ale,6.10
1067,Prototype 9.29.15,Foundation Brewing Company,American Amber / Red Ale,6.30
1068,CusqueÃ ± a Red Lager,Compania Cervecera Del Sur Del Peru S.A. ( Cervesur ),American Amber / Red Ale,5.00
1069,Ole 59er Amber Ale,Colorado Mountain Brewery,American Amber / Red Ale,5.20
1070,Indian Red Ale,Valley Brewing Company,American Amber / Red Ale,6.50
1071,Righteously Hopped Red IPA,Mother Earth Brew Co. .,American Amber / Red Ale,6.00
1072,Brewer 's Boot Amber Ale,Bosque Brewing Co. .,American Amber / Red Ale,5.80
1073,Grizzly Bear Red Ale,Thirsty Bear Brewing Company,American Amber / Red Ale,
1074,Bobcat Imperial Red,Middleton Brewing,American Amber / Red Ale,6.30
1075,Red Necktar,City Star Brewing Company,American Amber / Red Ale,6.50
1076,Muzzle Flash,Brass Cannon Brewing,American Amber / Red Ale,
1077,Hook Island Red,The Five Points Brewing Company,American Amber / Red Ale,6.00
1078,HATER,Pizza Port Solana Beach,American Amber / Red Ale,5.50
1079,Red Tail,Beard & Brau,American Amber / Red Ale,5.10
1080,Ocho Reales,Sierra Madre Brewing Co. .,American Amber / Red Ale,5.00
1081,American Sky Amber Salute,American Sky Brewing Co. .,American Amber / Red Ale,5.40
1082,Arkansas Red Ale,Core Brewing & Distilling Co. .,American Amber / Red Ale,5.20
1083,Too Sticky To Roll,Burnside Brewing Co. .,American Amber / Red Ale,6.20
1084,Duff 's Microbrew,CB Craft Brewers,American Amber / Red Ale,4.50
1085,Angry Peaches,Garage Project,American Amber / Red Ale,6.80
1086,Red Von Boorien,Elliott Bay Brewing Co. .,American Amber / Red Ale,
1087,Woodenhead Ale,River City Brewing Company,American Amber / Red Ale,6.70
1088,No. 03 Amber Ale,Gella 's Diner & Lb . Brewing Co. .,American Amber / Red Ale,5.00
1089,Uncle Billy 's Organic Amber,Uncle Billy 's Brew & Que,American Amber / Red Ale,5.10
1090,Birra Moretti Red Ale,Birra Moretti ( Heineken ),American Amber / Red Ale,
1091,Sunset Red,Sarasota Brewing Company,American Amber / Red Ale,7.00
1092,Rubbish Oat Amber Ale,LynLake Brewery,American Amber / Red Ale,
1093,J. Paul 's 1889 Amber Ale,Old Dominion Brewing Company,American Amber / Red Ale,4.70
1094,Anacortes Red Ale,Anacortes Brewery & Rockfish Grill,American Amber / Red Ale,4.20
1095,Rocket 's Red Ale,Liberty Steakhouse Brewery,American Amber / Red Ale,6.00
1096,Red Collar,Indiana City Brewing Company,American Amber / Red Ale,8.00
1097,McSwagger 's,Crooked Can Brewing Company,American Amber / Red Ale,6.00
1098,Dragonmead Crooked Door Amber Ale,Dragonmead Microbrewery,American Amber / Red Ale,5.00
1099,Reggie 's French River Red,Lily 's Seafood & B.C.,American Amber / Red Ale,5.80
1100,Red Table,Monkish Brewing Co. .,American Amber / Red Ale,5.60
1101,Almog_ver Cervesa Artesanal,Cerveses Almog_ver,American Amber / Red Ale,4.50
1102,El Paisano,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70
1103,Lonesome Boatman Ale,Outer Light Brewing Company,American Amber / Red Ale,5.20
1104,Alpine Amber Ale,The Brewery At Lake Tahoe,American Amber / Red Ale,
1105,Quills Karoo Red,Porcupine Quill Micro Brewery and Deli,American Amber / Red Ale,5.50
1106,Cuvee Rouge ( 2015 Bottled Vintage ),Marble Brewery,American Amber / Red Ale,7.40
1107,Agave Amber Ale,Thump Keg Brewing Co. .,American Amber / Red Ale,5.80
1108,Red Planet,Draught House Pub & Brewery,American Amber / Red Ale,4.80
1109,Columbus Kashmir,Columbus Brewing Company,American Amber / Red Ale,5.50
1110,Reel Amber,Port Townsend Brewing Company,American Amber / Red Ale,5.20
1111,Dansk Amber Ale,Solvang Brewing Company,American Amber / Red Ale,
1112,BCA,Abandon Brewing Co. .,American Amber / Red Ale,5.50
1113,Alamosa Amber,San Luis Valley Brewing Company,American Amber / Red Ale,4.70
1114,East Coast Amber Ale,War Horse Brewing Company,American Amber / Red Ale,5.30
1115,Rusted Route Amber Ale,Roundabout Brewery,American Amber / Red Ale,5.10
1116,Big Rye Wibby,Iron Hill Brewery & Restaurant,American Amber / Red Ale,7.50
1117,Vigilante,4 Hands Brewing Co. .,American Amber / Red Ale,5.00
1118,Iron Mike 's Amber Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,
1119,Fire Dragon,Hollister Brewing Co. .,American Amber / Red Ale,7.40
1120,House Dressing,Hamburg Brewing Company,American Amber / Red Ale,
1121,Green Man The Blood Of My Enemies,Green Man Brewery,American Amber / Red Ale,7.00
1122,Maple Ale,Lefty 's Brewing Company,American Amber / Red Ale,5.00
1123,Rat Beach Red Ale,Redondo Beach Brewing,American Amber / Red Ale,8.20
1124,HÃ $ ffner Hopfenstopfer Dark Red Temptation,Hotel-Gasthof HÃ $ ffner BrÃ $ u,American Amber / Red Ale,5.00
1125,Lake Missoula Amber,Kettle House Brewing Co. .,American Amber / Red Ale,9.00
1126,Two Redeyes Ales,Tampa Bay Brewing Co. .,American Amber / Red Ale,5.50
1127,Island Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,8.50
1128,Hud-a-wa ' Strong,Yeastie Boys,American Amber / Red Ale,5.00
1129,Red Barn Amber Ale,Blue Tractor BBQ & Brewery,American Amber / Red Ale,6.80
1130,Jananna Dance Red Headed Ale,Haymarket Pub & Brewery,American Amber / Red Ale,
1131,Independence Rood,Independence Brewing Co. .,American Amber / Red Ale,5.50
1132,Equinox Extra XPA,Lawson 's Finest Liquids,American Amber / Red Ale,
1133,Woodcock Brothers Amber,Woodcock Brothers Brewing Company,American Amber / Red Ale,7.50
1134,Little Red Corvette,Blind Tiger Brewery & Restaurant,American Amber / Red Ale,
1135,The Former Tenant,Modus Operandi Brewing Co. .,American Amber / Red Ale,
1136,South Ridge Amber Ale,Crystal Springs Brewing Company,American Amber / Red Ale,
1137,Glasstown Founders Ale,Glasstown Brewing Co. .,American Amber / Red Ale,7.30
1138,Apex Amber,Mountain Toad Brewing,American Amber / Red Ale,7.00
1139,DaDo Bier Red Ale,Cervejaria DaDo Bier,American Amber / Red Ale,6.60
1140,Simple Ale,Epic Ales,American Amber / Red Ale,
1141,Tail Waggin ' Amber Ale,Downtown Joe 's American Bar And Grill,American Amber / Red Ale,6.00
1142,Big Red Norm,Denizens Brewing Co. .,American Amber / Red Ale,
1143,Southern Delight,Coastal Empire Beer Co. .,American Amber / Red Ale,7.60
1144,Caldera Big Island Red Sea,Caldera Brewing Company,American Amber / Red Ale,5.20
1145,Big & Tall # 2,Blue Pants Brewery,American Amber / Red Ale,8.80
1146,Two-Bit Amber,Roosters Brewing Company and Restaurant,American Amber / Red Ale,9.00
1147,Sedation,Institution Ale Company,American Amber / Red Ale,4.00
1148,Trout Town Rainbow Red Ale,Roscoe Beer Co. .,American Amber / Red Ale,4.00
1149,Get To The Choppa,The Beer 'd Brewing Co. .,American Amber / Red Ale,7.50
1150,Snake Eye Canyon Red Ale,Great Baraboo Brewing Company,American Amber / Red Ale,9.10
1151,European Street Cafe Lamp Post Ale,Bold City Brewery,American Amber / Red Ale,5.20
1152,Red Galaxy,Aeronaut Brewing Company,American Amber / Red Ale,
1153,Ring Side Red,Boxing Cat Brewery,American Amber / Red Ale,6.70
1154,Jacked Up Red,Omaha Jack 's Grillhouse & Brewery,American Amber / Red Ale,5.20
1155,North Star Amber Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,8.00
1156,Basil,Beaver Brewing Company,American Amber / Red Ale,5.00
1157,Insane Mane Red Ale,White Lion Brewing Company,American Amber / Red Ale,5.10
1158,Velvet Amber,District ChopHouse & Brewery,American Amber / Red Ale,
1159,Mint Julep,Wicked Weed Brewing,American Amber / Red Ale,5.40
1160,Henry Hudson 's Bale House Ale,Big Rock Brewery,American Amber / Red Ale,9.70
1161,Angel 's Perch Amber,Sockeye Grill & Brewery,American Amber / Red Ale,5.00
1162,Give Em Hell,Double Barley Brewing,American Amber / Red Ale,4.50
1163,Blazing Amber,Old Schoolhouse Brewery,American Amber / Red Ale,10.40
1164,Journeymen,Al 's of Hampden / Pizza Boy Brewing,American Amber / Red Ale,6.80
1165,Devil 's Backbone,Kinnegar Brewing Company,American Amber / Red Ale,4.50
1166,Belgian Amber,Starkey 's Lookout,American Amber / Red Ale,4.90
1167,Round Barn Red,Kingdom Brewing,American Amber / Red Ale,
1168,Orion 's Quest Red Ale,Kassik 's Kenai Brew Stop,American Amber / Red Ale,6.80
1169,Bill & Ted 's Excellent Amber,Lynnwood Grill & Brewing Concern,American Amber / Red Ale,5.00
1170,Lakewood Manimal,Lakewood Brewing Company,American Amber / Red Ale,6.50
1171,Running Light Red,Fair Winds Brewing Company,American Amber / Red Ale,6.00
1172,Manzanita Red,Prescott Brewing Company,American Amber / Red Ale,5.10
1173,Ranch Dog Red,Tahoe Mountain Brewing Co. .,American Amber / Red Ale,7.00
1174,High Trail Honey Ale,Vancouver Island Brewery,American Amber / Red Ale,5.00
1175,Red-Ioactive,Bottle Logic Brewing,American Amber / Red Ale,6.00
1176,Shogun Soba,Books & Brews,American Amber / Red Ale,5.10
1177,Old Madrona,Island Hoppin ' Brewery,American Amber / Red Ale,8.50
1178,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20
1179,Mega Blazing World,Modern Times Beer,American Amber / Red Ale,8.50
1180,Big Horn,Sequoia Brewing Company,American Amber / Red Ale,7.20
1181,Squatters Respect Your Mother Organic Amber Ale,Utah Brewers Cooperative,American Amber / Red Ale,4.00
1182,Smoke & Oats,Spoonwood Brewing Company,American Amber / Red Ale,5.30
1183,Slap Happy,Bog Iron Brewing,American Amber / Red Ale,5.80
1184,Main Stage - Amber Ale,612 Brew,American Amber / Red Ale,4.50
1185,Dread Double Red Ale,Bullfrog Brewery,American Amber / Red Ale,7.80
1186,Hazelnut Harvest,Rustic Road Brewing Company,American Amber / Red Ale,5.70
1187,Batch 800 - PB&J Amber Ale,Swamp Head Brewery,American Amber / Red Ale,5.50
1188,Chatoe Rogue OREgasmic Ale,Rogue Ales,American Amber / Red Ale,5.00
1189,Crystal Red,Amnesia Brewing,American Amber / Red Ale,5.20
1190,Turnaround Red,Twelve Bar Brews,American Amber / Red Ale,5.70
1191,Wicked Tea Party,Wicked Weed Brewing,American Amber / Red Ale,4.80
1192,Red Sunshine,Ocean Avenue Brewery,American Amber / Red Ale,
1193,Sigtuna RÃ ¶ d PÃ ¥ sk,Sigtuna Brygghus,American Amber / Red Ale,6.20
1194,Red Line Ale,Hellbender Brewing Company,American Amber / Red Ale,6.00
1195,Mighty Red,Fargo Brewing Company,American Amber / Red Ale,7.30
